Member_number,Date,itemDescription,Item Expiration
1887,05/04/2014,fruit/vegetable juice,05/07/2023
2196,12/02/2014,whole milk,12/05/2023
1791,02/02/2014,tropical fruit,02/05/2023
1402,14/10/2014,rolls/buns,14/01/2024
2279,03/01/2014,long life bakery product,03/04/2023
1650,20/01/2014,coffee,20/04/2023
3776,02/07/2014,whole milk,02/10/2023
3753,28/12/2014,bottled beer,28/03/2024
4868,24/12/2014,root vegetables,24/03/2024
3682,24/12/2014,other vegetables,24/03/2024
2344,20/11/2014,bottled beer,20/02/2024
2585,17/05/2014,UHT-milk,17/08/2023
3839,21/06/2014,whole milk,21/09/2023
4747,11/05/2014,root vegetables,11/08/2023
3900,12/06/2014,packaged fruit/vegetables,12/09/2023
1146,21/02/2014,frozen vegetables,21/05/2023
4683,09/07/2014,pot plants,09/10/2023
3775,06/03/2014,whole milk,06/06/2023
1816,20/06/2014,red/blush wine,20/09/2023
4624,12/06/2014,tropical fruit,12/09/2023
1108,22/05/2014,pastry,22/08/2023
3942,05/11/2014,dish cleaner,05/02/2024
3257,02/09/2014,pastry,02/12/2023
3329,09/11/2014,brown bread,09/02/2024
4272,14/08/2014,soda,14/11/2023
4292,16/05/2014,bottled beer,16/08/2023
1694,01/10/2014,tropical fruit,01/01/2024
2431,17/01/2014,processed cheese,17/04/2023
1026,08/03/2014,sausage,08/06/2023
3137,27/02/2014,long life bakery product,27/05/2023
4153,28/09/2014,rolls/buns,28/12/2023
3026,30/03/2014,whole milk,30/06/2023
3106,20/04/2014,pip fruit,20/07/2023
1419,12/03/2014,butter,12/06/2023
4656,02/03/2014,hamburger meat,02/06/2023
3119,01/10/2014,meat,01/01/2024
3628,01/08/2014,curd,01/11/2023
2236,27/11/2014,citrus fruit,27/02/2024
1472,15/02/2014,pork,15/05/2023
4652,11/09/2014,hamburger meat,11/12/2023
3044,17/09/2014,soda,17/12/2023
4570,04/04/2014,canned beer,04/07/2023
2855,13/06/2014,whole milk,13/09/2023
1344,28/01/2014,sliced cheese,28/04/2023
1586,11/03/2014,citrus fruit,11/06/2023
2390,22/10/2014,citrus fruit,22/01/2024
1425,24/06/2014,spices,24/09/2023
2736,13/05/2014,tropical fruit,13/08/2023
1621,13/02/2014,beef,13/05/2023
2904,28/09/2014,pastry,28/12/2023
1285,21/06/2014,citrus fruit,21/09/2023
4251,14/11/2014,whole milk,14/02/2024
4314,15/06/2014,whole milk,15/09/2023
1037,06/06/2014,citrus fruit,06/09/2023
3115,29/10/2014,citrus fruit,29/01/2024
3550,17/04/2014,whole milk,17/07/2023
1285,29/05/2014,tropical fruit,29/08/2023
2806,13/03/2014,bottled water,13/06/2023
2751,08/02/2014,root vegetables,08/05/2023
2001,05/02/2014,root vegetables,05/05/2023
3895,17/02/2014,other vegetables,17/05/2023
3527,03/11/2014,canned beer,03/02/2024
3033,28/02/2014,rolls/buns,28/05/2023
2761,31/01/2014,other vegetables,01/05/2023
1011,15/02/2014,citrus fruit,15/05/2023
3703,30/04/2014,sausage,30/07/2023
3595,06/01/2014,domestic eggs,06/04/2023
4169,09/08/2014,root vegetables,09/11/2023
2025,31/05/2014,hamburger meat,31/08/2023
1430,12/01/2014,soda,12/04/2023
1410,25/12/2014,other vegetables,25/03/2024
4588,02/09/2014,other vegetables,02/12/2023
4291,07/08/2014,bottled water,07/11/2023
3444,08/04/2014,pastry,08/07/2023
4134,26/12/2014,other vegetables,26/03/2024
2365,14/08/2014,rolls/buns,14/11/2023
2816,18/01/2014,citrus fruit,18/04/2023
1146,28/03/2014,other vegetables,28/06/2023
2071,24/03/2014,citrus fruit,24/06/2023
1291,01/08/2014,onions,01/11/2023
4490,21/01/2014,domestic eggs,21/04/2023
4280,26/06/2014,bottled beer,26/09/2023
2056,19/12/2014,hard cheese,19/03/2024
4112,08/09/2014,root vegetables,08/12/2023
2416,16/02/2014,butter milk,16/05/2023
2955,07/06/2014,hamburger meat,07/09/2023
4403,11/01/2014,butter,11/04/2023
3164,24/09/2014,meat,24/12/2023
3038,13/04/2014,whole milk,13/07/2023
2231,22/06/2014,pastry,22/09/2023
2079,25/02/2014,sliced cheese,25/05/2023
4152,07/12/2014,ham,07/03/2024
1891,05/07/2014,whole milk,05/10/2023
3811,21/07/2014,other vegetables,21/10/2023
4129,10/11/2014,whole milk,10/02/2024
4016,23/07/2014,coffee,23/10/2023
2556,02/09/2014,beef,02/12/2023
1369,08/02/2014,other vegetables,08/05/2023
4799,08/08/2014,frozen meals,08/11/2023
3081,26/05/2014,canned fish,26/08/2023
4007,05/10/2014,salt,05/01/2024
2407,17/03/2014,curd,17/06/2023
1265,05/12/2014,UHT-milk,05/03/2024
4422,24/03/2014,berries,24/06/2023
3768,07/04/2014,brown bread,07/07/2023
4050,07/03/2014,UHT-milk,07/06/2023
4312,19/07/2014,curd,19/10/2023
2839,06/07/2014,soda,06/10/2023
1553,07/04/2014,pip fruit,07/07/2023
1853,07/06/2014,hygiene articles,07/09/2023
3529,02/09/2014,curd,02/12/2023
2259,25/01/2014,candy,25/04/2023
4045,02/03/2014,beef,02/06/2023
2359,26/09/2014,soda,26/12/2023
3523,05/04/2014,pastry,05/07/2023
3681,01/01/2014,onions,01/04/2023
1361,13/12/2014,onions,13/03/2024
4851,07/08/2014,turkey,07/11/2023
4098,16/02/2014,other vegetables,16/05/2023
3508,30/06/2014,citrus fruit,30/09/2023
2288,25/11/2014,frozen dessert,25/02/2024
4717,23/06/2014,newspapers,23/09/2023
1387,31/03/2014,specialty bar,01/07/2023
1687,24/06/2014,specialty bar,24/09/2023
4797,30/11/2014,canned beer,01/03/2024
1810,13/10/2014,rolls/buns,13/01/2024
3923,28/06/2014,shopping bags,28/09/2023
2595,06/01/2014,curd,06/04/2023
3535,08/04/2014,soda,08/07/2023
3427,16/10/2014,rolls/buns,16/01/2024
4426,05/01/2014,pip fruit,05/04/2023
1101,28/12/2014,rolls/buns,28/03/2024
1712,30/08/2014,spread cheese,30/11/2023
2975,25/10/2014,canned beer,25/01/2024
2973,31/07/2014,yogurt,31/10/2023
1157,21/03/2014,beef,21/06/2023
1330,11/02/2014,whole milk,11/05/2023
4654,14/09/2014,grapes,14/12/2023
1141,02/12/2014,rolls/buns,02/03/2024
4162,16/08/2014,bottled beer,16/11/2023
4855,09/04/2014,onions,09/07/2023
4217,03/06/2014,root vegetables,03/09/2023
1750,09/06/2014,whole milk,09/09/2023
4578,08/09/2014,rolls/buns,08/12/2023
3299,15/12/2014,tropical fruit,15/03/2024
3231,22/03/2014,tropical fruit,22/06/2023
4086,30/08/2014,pastry,30/11/2023
4651,10/01/2014,rolls/buns,10/04/2023
1877,13/08/2014,soda,13/11/2023
1849,30/03/2014,rolls/buns,30/06/2023
2502,18/06/2014,bottled beer,18/09/2023
4988,19/04/2014,sugar,19/07/2023
4430,17/02/2014,rolls/buns,17/05/2023
4255,03/11/2014,beverages,03/02/2024
3348,18/01/2014,other vegetables,18/04/2023
1522,16/06/2014,tropical fruit,16/09/2023
1052,24/03/2014,chicken,24/06/2023
3579,06/10/2014,beef,06/01/2024
1208,25/10/2014,pork,25/01/2024
2835,18/07/2014,brandy,18/10/2023
1265,01/02/2014,other vegetables,01/05/2023
2389,09/11/2014,oil,09/02/2024
4387,14/02/2014,soda,14/05/2023
1148,31/01/2014,root vegetables,01/05/2023
4508,14/06/2014,newspapers,14/09/2023
1958,16/06/2014,other vegetables,16/09/2023
4359,03/07/2014,citrus fruit,03/10/2023
1847,13/05/2014,root vegetables,13/08/2023
2584,30/11/2014,other vegetables,01/03/2024
3457,09/11/2014,whole milk,09/02/2024
1796,18/09/2014,cream cheese ,18/12/2023
3973,03/02/2014,turkey,03/05/2023
4163,06/06/2014,whole milk,06/09/2023
1979,07/08/2014,beef,07/11/2023
4283,11/06/2014,liquor (appetizer),11/09/2023
3227,24/12/2014,chicken,24/03/2024
2152,23/11/2014,whole milk,23/02/2024
4869,21/09/2014,rolls/buns,21/12/2023
4076,02/08/2014,dessert,02/11/2023
2912,20/09/2014,UHT-milk,20/12/2023
2701,12/03/2014,red/blush wine,12/06/2023
3393,25/06/2014,bottled water,25/09/2023
3144,05/06/2014,other vegetables,05/09/2023
1618,08/04/2014,hamburger meat,08/07/2023
1129,10/09/2014,grapes,10/12/2023
2786,21/02/2014,semi-finished bread,21/05/2023
3889,22/11/2014,tropical fruit,22/02/2024
3759,21/07/2014,pork,21/10/2023
2349,11/08/2014,onions,11/11/2023
3086,11/07/2014,whole milk,11/10/2023
2337,04/03/2014,canned beer,04/06/2023
3193,25/10/2014,whole milk,25/01/2024
2834,07/02/2014,other vegetables,07/05/2023
1040,03/09/2014,whole milk,03/12/2023
1658,26/06/2014,pork,26/09/2023
2528,01/09/2014,sausage,01/12/2023
2976,20/09/2014,newspapers,20/12/2023
4125,20/03/2014,whole milk,20/06/2023
1817,28/01/2014,pastry,28/04/2023
2623,13/05/2014,fish,13/08/2023
4715,24/11/2014,chewing gum,24/02/2024
4680,06/04/2014,grapes,06/07/2023
2619,05/09/2014,pot plants,05/12/2023
4779,24/02/2014,root vegetables,24/05/2023
2765,01/09/2014,herbs,01/12/2023
2653,06/06/2014,dessert,06/09/2023
2994,30/04/2014,curd,30/07/2023
2056,21/05/2014,root vegetables,21/08/2023
2769,24/08/2014,pork,24/11/2023
2858,24/08/2014,grapes,24/11/2023
4096,13/06/2014,beef,13/09/2023
2961,13/12/2014,spread cheese,13/03/2024
4923,13/08/2014,herbs,13/11/2023
1966,15/02/2014,other vegetables,15/05/2023
4756,10/12/2014,tropical fruit,10/03/2024
4485,13/11/2014,beef,13/02/2024
2885,25/07/2014,whole milk,25/10/2023
4932,29/03/2014,root vegetables,29/06/2023
4137,17/08/2014,onions,17/11/2023
4367,07/01/2014,domestic eggs,07/04/2023
2055,31/05/2014,yogurt,31/08/2023
3881,20/04/2014,whole milk,20/07/2023
1645,05/10/2014,whole milk,05/01/2024
4699,16/03/2014,soda,16/06/2023
2973,13/12/2014,whole milk,13/03/2024
4299,19/01/2014,other vegetables,19/04/2023
1322,11/12/2014,citrus fruit,11/03/2024
3380,23/02/2014,yogurt,23/05/2023
3375,19/10/2014,whipped/sour cream,19/01/2024
3011,02/04/2014,other vegetables,02/07/2023
4867,05/05/2014,berries,05/08/2023
3549,24/03/2014,whole milk,24/06/2023
2395,17/11/2014,berries,17/02/2024
2789,06/06/2014,pork,06/09/2023
4773,12/08/2014,root vegetables,12/11/2023
4356,09/01/2014,tropical fruit,09/04/2023
1703,02/08/2014,whole milk,02/11/2023
2362,17/08/2014,misc. beverages,17/11/2023
2072,29/07/2014,root vegetables,29/10/2023
4695,26/09/2014,pork,26/12/2023
1787,06/07/2014,pork,06/10/2023
1938,13/03/2014,tropical fruit,13/06/2023
1296,24/02/2014,pickled vegetables,24/05/2023
1796,22/03/2014,sausage,22/06/2023
2925,19/07/2014,frozen vegetables,19/10/2023
3376,07/01/2014,soda,07/04/2023
1297,13/12/2014,chicken,13/03/2024
1050,12/10/2014,UHT-milk,12/01/2024
2854,13/02/2014,rolls/buns,13/05/2023
1563,11/03/2014,citrus fruit,11/06/2023
4775,29/03/2014,whole milk,29/06/2023
1390,31/07/2014,rolls/buns,31/10/2023
3116,27/05/2014,ham,27/08/2023
1619,21/09/2014,root vegetables,21/12/2023
2645,23/12/2014,hygiene articles,23/03/2024
3600,03/06/2014,whipped/sour cream,03/09/2023
4835,28/03/2014,beverages,28/06/2023
1107,15/05/2014,beef,15/08/2023
3527,04/09/2014,shopping bags,04/12/2023
4475,19/07/2014,butter milk,19/10/2023
3816,28/03/2014,Instant food products,28/06/2023
4865,17/11/2014,berries,17/02/2024
2873,23/10/2014,whole milk,23/01/2024
2237,16/01/2014,flower (seeds),16/04/2023
4970,22/08/2014,onions,22/11/2023
2122,05/07/2014,hamburger meat,05/10/2023
1647,22/02/2014,other vegetables,22/05/2023
2393,26/09/2014,cream cheese ,26/12/2023
1831,29/07/2014,whole milk,29/10/2023
4837,04/12/2014,pork,04/03/2024
1840,28/12/2014,misc. beverages,28/03/2024
2343,02/11/2014,whole milk,02/02/2024
2381,29/12/2014,cake bar,29/03/2024
1574,25/04/2014,hamburger meat,25/07/2023
1339,25/05/2014,grapes,25/08/2023
3902,27/10/2014,rolls/buns,27/01/2024
2650,09/08/2014,soda,09/11/2023
2659,28/07/2014,tropical fruit,28/10/2023
3081,26/02/2014,sliced cheese,26/05/2023
4717,03/03/2014,soda,03/06/2023
4524,17/04/2014,other vegetables,17/07/2023
2600,28/09/2014,pastry,28/12/2023
1948,31/05/2014,citrus fruit,31/08/2023
2238,05/01/2014,curd,05/04/2023
4271,19/12/2014,whipped/sour cream,19/03/2024
2715,11/10/2014,canned beer,11/01/2024
4146,15/04/2014,roll products ,15/07/2023
3447,28/01/2014,soda,28/04/2023
4799,30/04/2014,pot plants,30/07/2023
4753,31/08/2014,root vegetables,01/12/2023
4199,24/08/2014,beef,24/11/2023
1566,03/06/2014,citrus fruit,03/09/2023
1782,30/08/2014,rolls/buns,30/11/2023
3312,27/05/2014,rolls/buns,27/08/2023
3839,13/08/2014,citrus fruit,13/11/2023
1596,27/07/2014,whole milk,27/10/2023
1693,30/05/2014,cream cheese ,30/08/2023
4773,15/10/2014,turkey,15/01/2024
1302,02/12/2014,shopping bags,02/03/2024
1621,21/06/2014,bottled beer,21/09/2023
2864,12/01/2014,popcorn,12/04/2023
4880,16/03/2014,whole milk,16/06/2023
1237,22/06/2014,pork,22/09/2023
4218,15/09/2014,hamburger meat,15/12/2023
2017,23/12/2014,root vegetables,23/03/2024
2687,09/08/2014,rolls/buns,09/11/2023
3549,09/11/2014,newspapers,09/02/2024
3684,05/01/2014,newspapers,05/04/2023
4615,30/03/2014,grapes,30/06/2023
3122,09/01/2014,coffee,09/04/2023
3116,12/06/2014,pot plants,12/09/2023
2235,10/10/2014,dish cleaner,10/01/2024
1465,08/12/2014,napkins,08/03/2024
4448,19/10/2014,herbs,19/01/2024
2098,20/10/2014,pastry,20/01/2024
4377,06/05/2014,whole milk,06/08/2023
2403,14/04/2014,rolls/buns,14/07/2023
4055,25/03/2014,tropical fruit,25/06/2023
2222,13/02/2014,grapes,13/05/2023
3396,05/11/2014,pork,05/02/2024
3205,05/09/2014,chewing gum,05/12/2023
3123,16/04/2014,bottled water,16/07/2023
2441,08/06/2014,whipped/sour cream,08/09/2023
2693,14/02/2014,coffee,14/05/2023
4441,12/12/2014,newspapers,12/03/2024
2428,06/12/2014,whipped/sour cream,06/03/2024
3191,11/05/2014,frozen meals,11/08/2023
4628,01/05/2014,whole milk,01/08/2023
1493,06/03/2014,organic sausage,06/06/2023
4376,24/09/2014,dog food,24/12/2023
3254,11/12/2014,root vegetables,11/03/2024
2493,27/05/2014,whole milk,27/08/2023
4794,11/11/2014,oil,11/02/2024
3782,20/02/2014,citrus fruit,20/05/2023
1094,24/07/2014,pasta,24/10/2023
4769,31/03/2014,butter milk,01/07/2023
4329,20/01/2014,pastry,20/04/2023
3110,29/05/2014,root vegetables,29/08/2023
1758,24/12/2014,salt,24/03/2024
4330,24/09/2014,yogurt,24/12/2023
4569,24/12/2014,other vegetables,24/03/2024
3141,07/06/2014,brown bread,07/09/2023
2617,19/06/2014,liquor,19/09/2023
1537,08/12/2014,other vegetables,08/03/2024
1321,11/07/2014,citrus fruit,11/10/2023
1179,11/09/2014,chicken,11/12/2023
4766,25/09/2014,soda,25/12/2023
1468,05/02/2014,onions,05/05/2023
2519,07/04/2014,root vegetables,07/07/2023
3308,09/04/2014,whole milk,09/07/2023
1236,27/06/2014,newspapers,27/09/2023
4485,28/07/2014,hygiene articles,28/10/2023
2805,16/08/2014,dessert,16/11/2023
4658,26/07/2014,other vegetables,26/10/2023
1350,03/09/2014,whole milk,03/12/2023
2149,21/03/2014,other vegetables,21/06/2023
2452,08/03/2014,margarine,08/06/2023
3030,14/12/2014,curd,14/03/2024
1827,17/11/2014,onions,17/02/2024
4925,23/01/2014,whipped/sour cream,23/04/2023
2853,17/11/2014,tropical fruit,17/02/2024
4182,15/11/2014,beef,15/02/2024
3496,26/03/2014,tropical fruit,26/06/2023
1740,30/10/2014,domestic eggs,30/01/2024
4962,18/08/2014,pip fruit,18/11/2023
1760,28/07/2014,cream cheese ,28/10/2023
3966,07/04/2014,root vegetables,07/07/2023
3317,16/06/2014,dessert,16/09/2023
1825,07/01/2014,long life bakery product,07/04/2023
2204,09/10/2014,long life bakery product,09/01/2024
1209,11/11/2014,fruit/vegetable juice,11/02/2024
1574,28/02/2014,butter,28/05/2023
3203,22/07/2014,berries,22/10/2023
2914,11/10/2014,grapes,11/01/2024
1278,06/09/2014,citrus fruit,06/12/2023
2813,17/02/2014,tropical fruit,17/05/2023
1653,27/12/2014,newspapers,27/03/2024
2301,23/04/2014,yogurt,23/07/2023
4074,11/03/2014,tropical fruit,11/06/2023
1809,27/10/2014,whole milk,27/01/2024
3972,04/05/2014,rice,04/08/2023
3938,23/04/2014,chicken,23/07/2023
4155,19/07/2014,white bread,19/10/2023
4959,30/12/2014,root vegetables,30/03/2024
2518,27/11/2014,zwieback,27/02/2024
1529,29/05/2014,other vegetables,29/08/2023
3817,02/11/2014,bottled water,02/02/2024
1034,28/04/2014,bottled water,28/07/2023
4297,24/12/2014,whole milk,24/03/2024
4684,21/11/2014,specialty chocolate,21/02/2024
2999,12/08/2014,margarine,12/11/2023
1097,12/10/2014,whipped/sour cream,12/01/2024
4650,14/12/2014,curd,14/03/2024
4958,27/04/2014,chicken,27/07/2023
2515,01/09/2014,misc. beverages,01/12/2023
4911,28/06/2014,liquor,28/09/2023
1722,12/07/2014,whole milk,12/10/2023
1350,19/02/2014,herbs,19/05/2023
2152,03/02/2014,other vegetables,03/05/2023
2428,01/11/2014,other vegetables,01/02/2024
4231,04/02/2014,tropical fruit,04/05/2023
1413,03/12/2014,citrus fruit,03/03/2024
2932,22/06/2014,whole milk,22/09/2023
3935,12/04/2014,yogurt,12/07/2023
3294,26/02/2014,pastry,26/05/2023
2306,13/12/2014,whole milk,13/03/2024
4252,28/04/2014,bottled water,28/07/2023
1325,29/03/2014,rolls/buns,29/06/2023
3657,10/07/2014,ham,10/10/2023
3592,17/04/2014,ice cream,17/07/2023
2797,08/08/2014,rolls/buns,08/11/2023
2663,20/01/2014,canned beer,20/04/2023
1998,15/02/2014,misc. beverages,15/05/2023
4412,30/07/2014,frozen vegetables,30/10/2023
2205,28/10/2014,hamburger meat,28/01/2024
4301,24/12/2014,pip fruit,24/03/2024
3021,29/10/2014,other vegetables,29/01/2024
4131,08/10/2014,grapes,08/01/2024
2400,26/08/2014,white bread,26/11/2023
2394,18/06/2014,butter,18/09/2023
2019,06/12/2014,tropical fruit,06/03/2024
3969,05/09/2014,whole milk,05/12/2023
1797,26/07/2014,sausage,26/10/2023
2336,31/05/2014,other vegetables,31/08/2023
2041,08/04/2014,soda,08/07/2023
4624,06/06/2014,soda,06/09/2023
3221,16/01/2014,soda,16/04/2023
3327,13/10/2014,beef,13/01/2024
3642,15/04/2014,tropical fruit,15/07/2023
4525,21/07/2014,citrus fruit,21/10/2023
3820,10/05/2014,tropical fruit,10/08/2023
4235,18/10/2014,rolls/buns,18/01/2024
2437,09/10/2014,root vegetables,09/01/2024
3068,25/05/2014,beverages,25/08/2023
2990,24/04/2014,turkey,24/07/2023
2942,17/08/2014,citrus fruit,17/11/2023
2980,17/01/2014,other vegetables,17/04/2023
1169,29/05/2014,finished products,29/08/2023
3663,16/06/2014,whole milk,16/09/2023
2439,06/06/2014,coffee,06/09/2023
1289,10/08/2014,herbs,10/11/2023
1489,06/01/2014,vinegar,06/04/2023
1523,09/11/2014,domestic eggs,09/02/2024
1432,18/09/2014,butter,18/12/2023
4569,28/07/2014,hamburger meat,28/10/2023
2737,27/08/2014,root vegetables,27/11/2023
2823,17/10/2014,yogurt,17/01/2024
1507,14/09/2014,whole milk,14/12/2023
1103,25/05/2014,chicken,25/08/2023
4975,06/01/2014,canned beer,06/04/2023
4311,06/12/2014,candy,06/03/2024
3915,05/12/2014,pip fruit,05/03/2024
2602,04/02/2014,sausage,04/05/2023
4684,07/02/2014,citrus fruit,07/05/2023
3382,01/09/2014,candy,01/12/2023
1706,13/11/2014,root vegetables,13/02/2024
3524,30/11/2014,sliced cheese,01/03/2024
1085,24/04/2014,other vegetables,24/07/2023
3284,04/01/2014,instant coffee,04/04/2023
3493,26/03/2014,soda,26/06/2023
3701,25/08/2014,dish cleaner,25/11/2023
1761,26/07/2014,tropical fruit,26/10/2023
4216,21/01/2014,other vegetables,21/04/2023
1885,11/03/2014,other vegetables,11/06/2023
3620,14/09/2014,whipped/sour cream,14/12/2023
4214,31/08/2014,other vegetables,01/12/2023
2109,21/03/2014,oil,21/06/2023
1925,03/06/2014,brown bread,03/09/2023
2164,27/10/2014,tropical fruit,27/01/2024
3765,11/08/2014,skin care,11/11/2023
1632,30/05/2014,misc. beverages,30/08/2023
1134,04/12/2014,other vegetables,04/03/2024
1445,02/05/2014,other vegetables,02/08/2023
2472,15/06/2014,yogurt,15/09/2023
2315,20/02/2014,nut snack,20/05/2023
2141,21/02/2014,yogurt,21/05/2023
4112,22/04/2014,tropical fruit,22/07/2023
3438,02/06/2014,citrus fruit,02/09/2023
4442,05/01/2014,citrus fruit,05/04/2023
4090,16/09/2014,yogurt,16/12/2023
2399,01/08/2014,citrus fruit,01/11/2023
4873,22/03/2014,other vegetables,22/06/2023
2215,12/09/2014,hamburger meat,12/12/2023
3182,28/09/2014,newspapers,28/12/2023
4814,26/08/2014,grapes,26/11/2023
2132,30/01/2014,sugar,30/04/2023
4804,17/09/2014,frozen meals,17/12/2023
1252,28/08/2014,grapes,28/11/2023
4058,18/12/2014,specialty cheese,18/03/2024
3389,07/12/2014,bottled water,07/03/2024
4645,04/12/2014,white bread,04/03/2024
1722,28/08/2014,tropical fruit,28/11/2023
1021,30/05/2014,sliced cheese,30/08/2023
1657,12/05/2014,other vegetables,12/08/2023
2107,08/01/2014,whole milk,08/04/2023
2183,07/06/2014,other vegetables,07/09/2023
2094,07/05/2014,other vegetables,07/08/2023
1477,21/11/2014,meat,21/02/2024
4211,16/09/2014,tropical fruit,16/12/2023
4046,26/11/2014,citrus fruit,26/02/2024
4836,28/05/2014,chocolate,28/08/2023
3773,17/03/2014,pastry,17/06/2023
1774,26/11/2014,yogurt,26/02/2024
2158,23/06/2014,pot plants,23/09/2023
2154,31/05/2014,hygiene articles,31/08/2023
1991,13/05/2014,soda,13/08/2023
3502,09/09/2014,soda,09/12/2023
3465,19/02/2014,canned fish,19/05/2023
1235,25/06/2014,other vegetables,25/09/2023
2978,27/08/2014,pasta,27/11/2023
1809,02/01/2014,root vegetables,02/04/2023
3359,25/07/2014,white wine,25/10/2023
4877,27/08/2014,root vegetables,27/11/2023
3956,20/05/2014,hamburger meat,20/08/2023
3716,13/05/2014,pork,13/08/2023
2408,10/11/2014,citrus fruit,10/02/2024
3549,10/06/2014,canned beer,10/09/2023
1863,24/11/2014,UHT-milk,24/02/2024
4956,04/03/2014,red/blush wine,04/06/2023
2771,25/06/2014,coffee,25/09/2023
2507,15/05/2014,brown bread,15/08/2023
2193,26/11/2014,root vegetables,26/02/2024
1504,29/12/2014,tropical fruit,29/03/2024
1393,25/06/2014,chocolate,25/09/2023
3852,31/08/2014,other vegetables,01/12/2023
1911,10/03/2014,tropical fruit,10/06/2023
1627,11/08/2014,rolls/buns,11/11/2023
3387,09/05/2014,curd,09/08/2023
1931,08/12/2014,whole milk,08/03/2024
4316,28/02/2014,whole milk,28/05/2023
3872,04/04/2014,yogurt,04/07/2023
1492,02/05/2014,whole milk,02/08/2023
2898,23/07/2014,yogurt,23/10/2023
3832,12/01/2014,whole milk,12/04/2023
3887,24/09/2014,pork,24/12/2023
1823,16/04/2014,whole milk,16/07/2023
1418,02/12/2014,cake bar,02/03/2024
3931,09/10/2014,tropical fruit,09/01/2024
2059,15/03/2014,sausage,15/06/2023
1004,04/02/2014,pip fruit,04/05/2023
1507,04/04/2014,hamburger meat,04/07/2023
3185,04/03/2014,pork,04/06/2023
3369,18/07/2014,root vegetables,18/10/2023
3407,01/09/2014,bottled water,01/12/2023
1610,23/12/2014,bottled beer,23/03/2024
2291,26/03/2014,meat,26/06/2023
4868,04/04/2014,pot plants,04/07/2023
1051,17/09/2014,pork,17/12/2023
